user_id,event_date,country,segment,device,acquisition_channel,primary_feature_used,experiment_group,DAU,WAU,MAU,stickiness_ratio,conversion_rate,d1_retention,d7_retention,d30_retention,churn_rate,revenue_per_user,session_frequency,activation_rate,feature_adoption_rate,engagement_score,engagement_band
USR-100412,2025-03-31,USA,Free,Mobile,Organic,Messaging,Variant A,1323,8083,36690,0.0361,0.1135,0.8632,0.682,0.5181,0.5164,27.81,5.22,0.6201,0.4698,65,Medium
USR-100413,2025-12-06,India,Premium,Tablet,Organic,Checkout,Variant A,6301,11094,37633,0.1674,0.3107,0.7506,0.5413,0.3653,0.6596,40.45,2.93,0.5771,0.5998,70,Medium
USR-100414,2025-06-25,UK,Premium,Tablet,Referral,Recommendations,Variant A,2498,6363,37628,0.0664,0.2373,0.7269,0.5797,0.487,0.5453,15.07,5.4,0.6355,0.5997,76,High
USR-100415,2025-11-29,USA,Free,Mobile,Referral,AI Assistant,Variant B,7528,12260,24669,0.3052,0.2433,0.6793,0.4705,0.3828,0.6376,54.15,7.56,0.5858,0.1895,41,Low
USR-100416,2025-09-05,Germany,Premium,Tablet,Organic,Messaging,Variant B,7572,18893,52608,0.1439,0.2419,0.7361,0.5624,0.4647,0.5651,39.55,6.06,0.5367,0.7501,48,Low
USR-100417,2025-09-05,USA,Premium,Tablet,Email,Search,Control,4998,8848,40801,0.1225,0.1903,0.706,0.5705,0.4726,0.6272,45.16,8.49,0.6752,0.5728,81,High
USR-100418,2025-12-27,India,Enterprise,Tablet,Social,Search,Variant B,6553,17151,36830,0.1779,0.2508,0.7186,0.5426,0.3844,0.7349,45.04,4.61,0.5703,0.6693,68,Medium
USR-100419,2025-08-10,Germany,Free,Tablet,Social,Search,Variant B,6420,12492,49075,0.1308,0.1836,0.6379,0.3614,0.2633,0.8366,55.09,3.71,0.747,0.3179,69,Medium
USR-100420,2025-01-06,Canada,Free,Desktop,Email,Messaging,Variant A,6270,10841,48973,0.128,0.2817,0.7685,0.5099,0.4239,0.6653,34.5,3.38,0.4332,0.7456,85,High
USR-100421,2025-06-19,Germany,Premium,Mobile,Organic,Recommendations,Variant B,3278,6102,44324,0.074,0.2679,0.7404,0.5988,0.4513,0.6083,29.86,3.2,0.5942,0.8902,53,Medium
USR-100422,2025-08-16,Germany,Premium,Mobile,Referral,Search,Variant A,7563,18951,53317,0.1418,0.1684,0.6769,0.4619,0.3243,0.7118,73.98,2.89,0.4982,0.6308,36,Low
USR-100423,2025-02-22,USA,Free,Tablet,Social,Checkout,Variant B,4304,13059,20407,0.2109,0.3202,0.7026,0.4924,0.3863,0.7032,57.27,5.73,0.665,0.8,96,High
USR-100424,2025-09-18,USA,Free,Desktop,Email,AI Assistant,Variant A,5606,10995,45893,0.1222,0.2044,0.7379,0.5761,0.4542,0.6257,12.14,5.4,0.6099,0.5458,68,Medium
USR-100425,2025-11-14,USA,Enterprise,Mobile,Organic,Checkout,Control,5914,15665,44473,0.133,0.3097,0.6855,0.5617,0.4232,0.6909,36.42,2.99,0.6286,0.4665,82,High
USR-100426,2025-07-01,USA,Free,Mobile,Referral,Messaging,Variant B,7798,14581,53789,0.145,0.1505,0.8117,0.6083,0.4386,0.601,51.11,5.51,0.7102,0.6388,72,Medium
USR-100427,2025-07-29,Germany,Free,Desktop,Paid Search,Checkout,Control,1876,8042,25881,0.0725,0.3379,0.7137,0.4476,0.3104,0.7277,26.35,4.11,0.5448,0.4201,49,Low
USR-100428,2025-02-25,Germany,Premium,Tablet,Social,AI Assistant,Control,7202,15992,24039,0.2996,0.3662,0.8199,0.6317,0.4902,0.538,17.15,5.36,0.5525,0.3455,100,High
USR-100429,2025-03-10,Germany,Enterprise,Desktop,Social,Messaging,Variant B,5086,7157,46914,0.1084,0.3268,0.811,0.5632,0.3899,0.6321,70.25,2.68,0.7107,0.752,31,Low
USR-100430,2025-12-21,India,Enterprise,Desktop,Social,Recommendations,Variant A,5739,10584,23997,0.2392,0.2113,0.8004,0.5396,0.4547,0.5884,34.13,5.97,0.5721,0.5251,38,Low
USR-100431,2025-08-03,UK,Premium,Mobile,Paid Search,Recommendations,Variant A,5988,12055,34985,0.1712,0.26,0.809,0.581,0.4771,0.6187,27.08,7.04,0.502,0.5177,75,High
USR-100432,2025-11-05,India,Enterprise,Mobile,Paid Search,Messaging,Variant A,6734,17127,41716,0.1614,0.2617,0.7467,0.4772,0.3669,0.7313,48.64,6.99,0.6024,0.6425,95,High
USR-100433,2025-11-16,Canada,Enterprise,Tablet,Email,Search,Variant B,6852,13612,41241,0.1661,0.2791,0.6907,0.454,0.3165,0.7242,10.3,5.28,0.7618,0.4378,41,Low
USR-100434,2025-06-30,Germany,Free,Tablet,Organic,Search,Variant A,5606,15476,47835,0.1172,0.2183,0.7858,0.6009,0.494,0.5459,39.53,5.33,0.7173,0.4761,93,High
USR-100435,2025-07-15,Canada,Premium,Tablet,Email,Messaging,Variant A,2190,5059,13768,0.1591,0.1846,0.6706,0.5406,0.412,0.6189,26.65,3.31,0.6307,0.6119,50,Medium
USR-100436,2025-02-01,UK,Premium,Mobile,Social,AI Assistant,Control,6657,13492,31861,0.2089,0.2991,0.7141,0.4569,0.3004,0.7343,42.64,5.44,0.5192,0.7645,94,High
USR-100437,2025-04-25,UK,Enterprise,Tablet,Organic,Recommendations,Variant B,7081,18276,48762,0.1452,0.371,0.7405,0.5388,0.4468,0.6044,43.23,5.73,0.7054,0.3913,55,Medium
USR-100438,2025-07-18,UK,Free,Tablet,Referral,Messaging,Variant B,4412,11534,20059,0.22,0.2966,0.7754,0.5041,0.3928,0.7131,43.63,3.97,0.6776,0.7527,26,Low
USR-100439,2025-11-21,Germany,Free,Tablet,Organic,Messaging,Variant A,6772,14797,32672,0.2073,0.2877,0.718,0.571,0.4856,0.6061,54.68,5.06,0.5204,0.521,49,Low
USR-100440,2025-03-30,Germany,Premium,Tablet,Email,Messaging,Control,7021,17439,30260,0.232,0.2689,0.8138,0.6635,0.5115,0.5596,25.96,9.1,0.6403,0.6367,73,Medium
USR-100441,2025-03-24,Canada,Free,Mobile,Email,AI Assistant,Variant A,5784,11962,17331,0.3337,0.2303,0.7589,0.5047,0.3576,0.7321,50.21,4.66,0.5643,0.6299,67,Medium
USR-100442,2025-01-27,UK,Free,Tablet,Email,AI Assistant,Variant B,7337,14271,51419,0.1427,0.3067,0.7266,0.599,0.4229,0.665,18.6,6.55,0.6897,0.4706,98,High
USR-100443,2025-04-23,Germany,Enterprise,Tablet,Referral,Search,Control,2506,13035,22503,0.1114,0.2089,0.7218,0.6001,0.4657,0.6519,17.9,2.96,0.6325,0.2601,89,High
USR-100444,2025-06-28,UK,Free,Tablet,Social,Recommendations,Variant A,2812,8307,35057,0.0802,0.3106,0.7305,0.5296,0.3988,0.635,41.01,4.24,0.4857,0.8419,67,Medium
USR-100445,2025-10-15,Canada,Enterprise,Tablet,Social,Messaging,Variant A,7747,9891,22409,0.3457,0.33,0.7171,0.5658,0.4038,0.6811,21.2,1.26,0.6786,0.4558,69,Medium
USR-100446,2025-01-21,UK,Enterprise,Tablet,Email,Search,Variant A,6591,13849,43842,0.1503,0.1591,0.7487,0.5333,0.3537,0.7098,34.8,6.25,0.4973,0.5187,39,Low
USR-100447,2025-09-22,Germany,Free,Desktop,Paid Search,Checkout,Variant A,7734,15877,54582,0.1417,0.2839,0.7808,0.6339,0.5419,0.4849,42.5,5.49,0.5304,0.5528,90,High
USR-100448,2025-09-21,USA,Enterprise,Mobile,Paid Search,Messaging,Variant B,1674,5246,21216,0.0789,0.1511,0.7507,0.5707,0.4286,0.6633,36.51,4.43,0.5641,0.744,93,High
USR-100449,2025-12-17,Germany,Enterprise,Mobile,Paid Search,Search,Variant B,4475,8177,26649,0.1679,0.3552,0.7037,0.5023,0.3362,0.7704,41.88,5.16,0.6358,0.5783,93,High
USR-100450,2025-08-24,USA,Free,Desktop,Social,Search,Control,6872,14306,21788,0.3154,0.2193,0.7894,0.5833,0.4041,0.7017,42.04,4.24,0.4963,0.5024,36,Low
USR-100451,2025-10-22,Germany,Enterprise,Desktop,Referral,Checkout,Variant A,7730,13459,35409,0.2183,0.2337,0.8018,0.5494,0.4693,0.5815,27.05,3.91,0.4683,0.6507,77,High
USR-100452,2025-01-09,India,Free,Tablet,Organic,Checkout,Variant B,4190,8128,13514,0.31,0.1684,0.6663,0.4062,0.2357,0.8336,27.89,4.67,0.5255,0.4212,33,Low
USR-100453,2025-09-15,Germany,Premium,Desktop,Organic,Recommendations,Variant A,1869,8617,33366,0.056,0.214,0.7105,0.4652,0.373,0.7105,40.53,7.42,0.6569,0.5181,36,Low
USR-100454,2025-03-22,UK,Enterprise,Mobile,Email,Checkout,Variant B,5370,10972,24909,0.2156,0.2729,0.7256,0.6035,0.4723,0.6246,29.05,3.69,0.5418,0.3606,75,High
USR-100455,2025-01-06,USA,Enterprise,Tablet,Referral,AI Assistant,Control,5534,16628,30893,0.1791,0.3066,0.606,0.4604,0.3113,0.7255,38.49,1.85,0.6624,0.7016,40,Low
USR-100456,2025-10-08,Germany,Enterprise,Tablet,Paid Search,Messaging,Control,1697,8689,27455,0.0618,0.2103,0.7652,0.5577,0.469,0.5887,30.95,5.04,0.5993,0.6418,69,Medium
USR-100457,2025-04-05,India,Free,Tablet,Referral,AI Assistant,Control,2808,8948,26683,0.1052,0.2879,0.732,0.5894,0.433,0.5979,37.37,5.51,0.5564,0.7558,39,Low
USR-100458,2025-02-07,India,Premium,Desktop,Email,Messaging,Control,3381,6484,27913,0.1211,0.2012,0.7693,0.6259,0.4521,0.6597,41.91,6.67,0.51,0.4138,37,Low
USR-100459,2025-12-10,USA,Free,Desktop,Referral,Recommendations,Variant B,6369,12211,23767,0.268,0.1899,0.8192,0.6754,0.5358,0.5656,24.45,4.67,0.5609,0.4735,61,Medium
USR-100460,2025-06-18,UK,Premium,Desktop,Paid Search,Search,Variant B,6049,13057,28044,0.2157,0.3089,0.6577,0.4415,0.2919,0.7644,31.18,6.11,0.7228,0.5582,97,High
USR-100461,2025-06-10,Canada,Enterprise,Tablet,Email,Recommendations,Variant A,3016,8645,42226,0.0714,0.2436,0.7881,0.5587,0.4762,0.6128,32.88,4.94,0.4983,0.6687,60,Medium
USR-100462,2025-08-25,USA,Free,Tablet,Social,Search,Variant B,4648,12525,37544,0.1238,0.2238,0.7283,0.5848,0.475,0.554,23.14,5.12,0.6478,0.548,87,High
USR-100463,2025-05-24,USA,Enterprise,Mobile,Organic,AI Assistant,Variant B,7770,12063,29936,0.2596,0.2931,0.6916,0.4841,0.3157,0.7597,18.54,5.47,0.5222,0.3585,58,Medium
USR-100464,2025-11-20,USA,Enterprise,Desktop,Social,AI Assistant,Control,1255,12788,44338,0.0283,0.223,0.8115,0.5392,0.3854,0.6943,34.64,2.36,0.6695,0.4551,100,High
USR-100465,2025-08-30,India,Enterprise,Desktop,Paid Search,Recommendations,Control,6356,10791,39765,0.1598,0.2528,0.7872,0.6125,0.4363,0.6282,7.25,4.92,0.6214,0.7074,75,High
USR-100466,2025-09-14,USA,Enterprise,Mobile,Social,Messaging,Variant B,5181,8664,39667,0.1306,0.2946,0.775,0.6003,0.4769,0.6279,54.71,4.26,0.6228,0.6657,71,Medium
USR-100467,2025-09-21,India,Enterprise,Mobile,Referral,Checkout,Variant B,2149,11459,26893,0.0799,0.2992,0.7773,0.5221,0.4026,0.6225,61.37,3.6,0.7392,0.5317,47,Low
USR-100468,2025-01-21,UK,Free,Mobile,Paid Search,AI Assistant,Variant A,2792,12781,32968,0.0847,0.3263,0.6556,0.5058,0.3509,0.7237,28.84,3.62,0.6007,0.8297,33,Low
USR-100469,2025-07-04,UK,Free,Tablet,Social,Checkout,Control,4179,13874,48669,0.0859,0.2158,0.5847,0.321,0.1885,0.9022,33.15,2.46,0.589,0.5295,30,Low
USR-100470,2025-05-15,Germany,Premium,Tablet,Organic,AI Assistant,Variant B,5740,16658,33051,0.1737,0.308,0.7677,0.5596,0.4643,0.6285,59.26,6.32,0.4612,0.7096,73,Medium
USR-100471,2025-05-09,UK,Premium,Desktop,Social,Search,Variant A,4082,9733,48573,0.084,0.2314,0.7518,0.4882,0.3963,0.6565,43.31,7.29,0.5622,0.2215,76,High
USR-100472,2025-09-14,India,Enterprise,Desktop,Paid Search,Messaging,Control,2138,11345,27198,0.0786,0.2394,0.7948,0.5357,0.4469,0.6508,33.39,5.81,0.5133,0.5423,54,Medium
USR-100473,2025-04-06,UK,Enterprise,Mobile,Referral,Recommendations,Variant A,2289,10223,22977,0.0996,0.2757,0.8503,0.6286,0.529,0.5122,36.7,4.79,0.6993,0.608,54,Medium
USR-100474,2025-09-03,Canada,Free,Mobile,Social,AI Assistant,Control,2726,14405,29972,0.091,0.2234,0.8534,0.5809,0.429,0.684,14.35,5.53,0.5806,0.4743,77,High
USR-100475,2025-03-24,USA,Free,Desktop,Paid Search,AI Assistant,Control,2103,12502,20070,0.1048,0.3842,0.8152,0.5991,0.5025,0.5555,42.87,5.35,0.6385,0.6087,98,High
USR-100476,2025-07-27,Canada,Premium,Tablet,Referral,Recommendations,Control,5909,17143,23363,0.2529,0.2853,0.8268,0.6761,0.5294,0.5529,34.51,9.45,0.4454,0.6334,61,Medium
USR-100477,2025-03-29,India,Enterprise,Tablet,Email,Messaging,Control,2797,11527,25879,0.1081,0.1894,0.7454,0.4966,0.398,0.6305,64.93,3.88,0.4749,0.5093,99,High
USR-100478,2025-12-18,Germany,Free,Mobile,Organic,Messaging,Variant A,3807,13236,22747,0.1674,0.1612,0.7851,0.5158,0.3435,0.7267,54.57,3.74,0.6076,0.4981,54,Medium
USR-100479,2025-09-25,Germany,Enterprise,Tablet,Organic,AI Assistant,Control,5131,14008,28809,0.1781,0.2898,0.7261,0.6042,0.4689,0.6252,25.91,5.15,0.6114,0.6509,37,Low
USR-100480,2025-09-15,Canada,Enterprise,Tablet,Organic,Recommendations,Variant B,7163,11088,22195,0.3227,0.1917,0.7756,0.5782,0.4553,0.5722,27.99,4.16,0.736,0.5843,86,High
USR-100481,2025-09-25,Canada,Premium,Desktop,Email,AI Assistant,Variant A,4446,12514,20360,0.2184,0.2659,0.6995,0.5604,0.4768,0.5485,36.89,4.22,0.5715,0.6844,92,High
USR-100482,2025-12-23,Germany,Free,Mobile,Email,AI Assistant,Variant A,5719,9319,42203,0.1355,0.2341,0.7347,0.5428,0.405,0.6721,20.71,3.29,0.5879,0.4576,42,Low
USR-100483,2025-10-06,USA,Enterprise,Tablet,Organic,AI Assistant,Variant B,4347,10570,27957,0.1555,0.2709,0.7204,0.4458,0.2688,0.8377,60.38,6.56,0.679,0.3676,25,Low
USR-100484,2025-01-04,USA,Free,Desktop,Social,Checkout,Variant A,4072,9437,35139,0.1159,0.2024,0.5697,0.3285,0.2203,0.8315,50.23,5.15,0.6841,0.9106,77,High
USR-100485,2025-05-14,Germany,Free,Desktop,Social,AI Assistant,Variant B,5391,14330,43292,0.1245,0.2215,0.6662,0.4099,0.274,0.7975,36.54,5.87,0.551,0.6072,60,Medium
USR-100486,2025-09-05,India,Premium,Tablet,Referral,Messaging,Variant A,2464,10529,47232,0.0522,0.283,0.7517,0.5396,0.447,0.6312,30.98,7.63,0.6363,0.706,57,Medium
USR-100487,2025-12-04,Canada,Enterprise,Desktop,Email,AI Assistant,Control,1975,7739,42007,0.047,0.2725,0.7885,0.6475,0.5365,0.5037,40.65,5.71,0.5149,0.7381,45,Low
USR-100488,2025-11-11,USA,Free,Mobile,Referral,AI Assistant,Variant B,6710,9562,25096,0.2674,0.2886,0.6977,0.5018,0.3992,0.6825,36.7,4.78,0.5161,0.5643,74,Medium
USR-100489,2025-08-11,USA,Enterprise,Mobile,Referral,Recommendations,Variant A,1722,4771,27012,0.0637,0.2455,0.7183,0.4753,0.3527,0.7238,56.36,4.82,0.6788,0.592,53,Medium
USR-100490,2025-11-11,Germany,Premium,Mobile,Paid Search,AI Assistant,Control,6375,16911,40685,0.1567,0.317,0.7168,0.5754,0.4019,0.6932,40.34,5.91,0.6547,0.5539,32,Low
USR-100491,2025-05-27,Canada,Enterprise,Mobile,Organic,Checkout,Variant B,2595,5145,43604,0.0595,0.2144,0.6669,0.4348,0.2783,0.8346,46.34,4.2,0.5994,0.5908,91,High
USR-100492,2025-05-03,Germany,Premium,Tablet,Referral,Recommendations,Variant A,6365,8369,23687,0.2687,0.185,0.6933,0.5246,0.3463,0.738,54.97,4.36,0.6944,0.552,36,Low
USR-100493,2025-10-28,India,Premium,Tablet,Social,AI Assistant,Control,2640,13122,19129,0.138,0.2262,0.6743,0.4333,0.3139,0.7669,60.81,4.57,0.5906,0.2965,33,Low
USR-100494,2025-06-28,Germany,Enterprise,Mobile,Email,Messaging,Variant A,3846,10376,30206,0.1273,0.2373,0.6776,0.4936,0.4079,0.6704,61.58,6.9,0.7458,0.4779,49,Low
USR-100495,2025-07-28,UK,Free,Tablet,Email,AI Assistant,Variant A,5147,8891,18634,0.2762,0.2668,0.5828,0.4616,0.3124,0.7737,36.45,4.54,0.6055,0.6307,89,High
USR-100496,2025-10-22,Canada,Premium,Desktop,Referral,AI Assistant,Variant A,3049,12303,42015,0.0726,0.3046,0.7403,0.5055,0.3673,0.7325,36.17,7.08,0.4214,0.5028,97,High
USR-100497,2025-01-15,Canada,Enterprise,Tablet,Paid Search,Checkout,Variant A,4948,8852,30748,0.1609,0.2217,0.7379,0.5299,0.4082,0.6996,45.37,4.39,0.558,0.5926,33,Low
USR-100498,2025-07-31,UK,Free,Desktop,Email,Search,Control,3892,14354,19991,0.1947,0.2606,0.7688,0.6023,0.4754,0.6304,24.68,4.17,0.5786,0.4718,58,Medium
USR-100499,2025-10-11,India,Premium,Mobile,Paid Search,Recommendations,Control,2462,12269,37838,0.0651,0.2524,0.8305,0.6741,0.5775,0.4758,35.54,6.04,0.6093,0.626,70,Medium
USR-100500,2025-04-13,Canada,Free,Tablet,Email,Messaging,Control,2923,8888,31281,0.0934,0.3507,0.7194,0.442,0.357,0.6727,24.39,6.87,0.6022,0.4138,51,Medium
USR-100501,2025-02-24,USA,Premium,Desktop,Social,Checkout,Variant B,1982,5267,42554,0.0466,0.1946,0.8561,0.7318,0.5734,0.4477,43.54,5.65,0.7127,0.216,25,Low
USR-100502,2025-09-10,UK,Premium,Mobile,Social,Messaging,Variant B,5706,12207,49372,0.1156,0.1407,0.7102,0.4482,0.2788,0.7748,47.48,5.51,0.6109,0.6642,48,Low
USR-100503,2025-01-28,India,Premium,Desktop,Paid Search,Recommendations,Control,5306,14239,50586,0.1049,0.1729,0.7177,0.4443,0.35,0.728,24.2,3.55,0.6188,0.4861,94,High
USR-100504,2025-03-03,USA,Free,Tablet,Paid Search,Recommendations,Variant B,6720,17210,52361,0.1283,0.2847,0.5687,0.4073,0.2957,0.733,35.76,5.93,0.6778,0.602,65,Medium
USR-100505,2025-10-25,India,Premium,Mobile,Email,Recommendations,Control,1825,9156,37853,0.0482,0.244,0.7415,0.5803,0.4553,0.634,42.54,2.13,0.4186,0.7067,58,Medium
USR-100506,2025-11-10,Canada,Premium,Tablet,Email,Checkout,Variant A,3810,11805,28857,0.132,0.2597,0.8107,0.5942,0.4915,0.5829,40.1,8.48,0.7129,0.4885,88,High
USR-100507,2025-07-25,India,Enterprise,Mobile,Organic,Checkout,Control,3290,12674,29463,0.1117,0.2402,0.6721,0.4966,0.3734,0.7248,58.35,5.07,0.4626,0.7138,98,High
USR-100508,2025-05-01,Canada,Premium,Mobile,Paid Search,Recommendations,Control,5549,14630,44591,0.1244,0.2305,0.7819,0.626,0.4955,0.5506,5.0,6.21,0.6158,0.6507,50,Medium
USR-100509,2025-09-13,UK,Premium,Tablet,Social,Search,Variant A,2101,12571,52566,0.04,0.3129,0.7519,0.5386,0.3868,0.6704,36.72,3.69,0.6898,0.537,65,Medium
USR-100510,2025-07-23,Germany,Enterprise,Mobile,Referral,Checkout,Variant A,1810,6486,15420,0.1174,0.298,0.7225,0.4478,0.3235,0.7286,65.31,5.66,0.6852,0.445,52,Medium
USR-100511,2025-05-14,Germany,Free,Desktop,Social,Messaging,Control,3957,11860,33749,0.1172,0.1813,0.6667,0.4962,0.3671,0.685,29.62,3.56,0.6046,0.6346,69,Medium
USR-100512,2025-10-23,UK,Enterprise,Tablet,Referral,Recommendations,Variant A,5717,16538,32976,0.1734,0.3647,0.6493,0.372,0.2678,0.8203,48.64,7.8,0.631,0.4885,61,Medium
USR-100513,2025-02-10,UK,Premium,Tablet,Social,AI Assistant,Control,4121,10815,46207,0.0892,0.2673,0.7005,0.4622,0.3611,0.7431,17.22,4.85,0.7065,0.3509,43,Low
USR-100514,2025-07-27,Canada,Premium,Desktop,Email,Checkout,Variant A,7954,11122,21306,0.3733,0.2072,0.7476,0.5812,0.4773,0.5641,61.1,3.98,0.5632,0.3939,45,Low
USR-100515,2025-11-06,India,Enterprise,Desktop,Referral,Messaging,Variant A,6280,14759,37535,0.1673,0.2747,0.736,0.4633,0.3033,0.7409,35.24,4.41,0.6135,0.3181,81,High
USR-100516,2025-04-05,UK,Enterprise,Tablet,Organic,Messaging,Variant B,7997,10375,23569,0.3393,0.2847,0.763,0.5078,0.3918,0.6969,32.45,4.91,0.4723,0.4426,55,Medium
USR-100517,2025-03-27,India,Free,Mobile,Referral,AI Assistant,Variant A,4252,7939,19201,0.2214,0.3123,0.7856,0.6169,0.4557,0.5937,61.79,4.52,0.6645,0.4069,33,Low
USR-100518,2025-02-12,Germany,Premium,Mobile,Paid Search,Checkout,Variant B,1851,8151,23327,0.0794,0.2977,0.752,0.607,0.4518,0.625,35.19,2.2,0.6789,0.3094,35,Low
USR-100519,2025-08-15,USA,Free,Tablet,Email,Checkout,Control,6132,10203,23806,0.2576,0.2685,0.7973,0.5762,0.4443,0.5808,37.34,2.51,0.5348,0.4959,92,High
USR-100520,2025-09-01,Canada,Enterprise,Tablet,Paid Search,AI Assistant,Variant A,4827,15683,38535,0.1253,0.1582,0.7428,0.5815,0.4551,0.5782,29.56,5.74,0.662,0.6673,95,High
USR-100521,2025-11-02,India,Premium,Desktop,Referral,AI Assistant,Variant B,4740,15980,49486,0.0958,0.2395,0.7571,0.5341,0.3707,0.707,29.65,8.77,0.5679,0.5849,92,High
USR-100522,2025-04-27,Germany,Premium,Mobile,Email,Search,Variant A,7592,11059,45016,0.1687,0.2264,0.7534,0.5638,0.4545,0.62,43.65,3.89,0.57,0.6458,64,Medium
USR-100523,2025-01-01,India,Free,Tablet,Referral,Recommendations,Variant A,5287,9520,37056,0.1427,0.2639,0.8032,0.6084,0.5177,0.5673,40.2,5.5,0.5567,0.6097,61,Medium
USR-100524,2025-06-03,India,Premium,Mobile,Referral,AI Assistant,Control,1074,10126,34322,0.0313,0.2296,0.7157,0.5541,0.4356,0.6787,53.71,5.83,0.5601,0.6308,54,Medium
USR-100525,2025-08-12,Canada,Premium,Mobile,Referral,Messaging,Variant A,4233,10327,26027,0.1626,0.2149,0.7968,0.5745,0.4604,0.6594,25.39,3.56,0.6964,0.7214,74,Medium
USR-100526,2025-09-22,Germany,Free,Mobile,Paid Search,Messaging,Variant A,7263,13717,37373,0.1943,0.2844,0.8043,0.5807,0.4879,0.5971,30.42,5.08,0.6965,0.5115,93,High
USR-100527,2025-05-29,India,Premium,Mobile,Email,Search,Variant B,1904,11364,46036,0.0414,0.2414,0.8509,0.7221,0.5994,0.4675,40.81,6.24,0.631,0.2876,59,Medium
USR-100528,2025-03-19,UK,Premium,Mobile,Referral,Search,Control,1406,12170,18620,0.0755,0.2425,0.6069,0.4301,0.2818,0.8044,24.12,6.77,0.5491,0.5238,48,Low
USR-100529,2025-04-30,UK,Premium,Desktop,Referral,Checkout,Control,1738,6206,12171,0.1428,0.2439,0.7465,0.5309,0.3639,0.7452,13.06,1.41,0.6281,0.4958,88,High
USR-100530,2025-08-26,USA,Premium,Desktop,Organic,AI Assistant,Control,6709,9228,35871,0.187,0.2323,0.7818,0.5944,0.4305,0.6772,42.35,2.52,0.593,0.7568,35,Low
USR-100531,2025-08-29,USA,Enterprise,Mobile,Referral,Recommendations,Control,2487,7635,29024,0.0857,0.2898,0.6186,0.484,0.3283,0.7499,31.07,4.35,0.702,0.6245,73,Medium
USR-100532,2025-05-07,USA,Enterprise,Tablet,Paid Search,Recommendations,Variant B,7042,9591,27644,0.2547,0.3234,0.7573,0.585,0.47,0.6096,48.46,7.58,0.7346,0.6581,83,High
USR-100533,2025-07-19,USA,Enterprise,Tablet,Social,Search,Variant B,6582,13695,39867,0.1651,0.2071,0.7778,0.6014,0.5088,0.5242,49.9,5.91,0.6186,0.6381,45,Low
USR-100534,2025-05-10,Canada,Free,Mobile,Referral,Checkout,Control,4942,11837,29860,0.1655,0.2762,0.817,0.5981,0.44,0.6503,46.93,5.96,0.6819,0.3747,71,Medium
USR-100535,2025-01-08,USA,Free,Tablet,Referral,AI Assistant,Control,2371,8894,21735,0.1091,0.27,0.7351,0.6098,0.4718,0.5649,26.17,6.14,0.6073,0.3408,75,High
USR-100536,2025-03-21,USA,Enterprise,Tablet,Email,Search,Variant A,4042,7508,28808,0.1403,0.281,0.7053,0.5052,0.334,0.7007,20.69,6.35,0.6477,0.4476,45,Low
USR-100537,2025-01-31,Canada,Premium,Tablet,Email,Recommendations,Variant A,3912,8433,20471,0.1911,0.3333,0.7724,0.6029,0.4781,0.5824,24.58,2.9,0.4833,0.6419,41,Low
USR-100538,2025-04-09,USA,Premium,Tablet,Referral,AI Assistant,Variant A,1174,9363,37835,0.031,0.2493,0.7628,0.4995,0.4092,0.6765,37.31,6.03,0.6221,0.637,42,Low
USR-100539,2025-05-31,India,Premium,Desktop,Referral,Checkout,Control,5446,15475,32912,0.1655,0.2136,0.7046,0.536,0.4467,0.5877,35.51,3.65,0.5766,0.6316,97,High
USR-100540,2025-11-03,Germany,Premium,Desktop,Social,Checkout,Control,5542,10169,19682,0.2816,0.2774,0.6861,0.5346,0.4448,0.5919,56.85,3.06,0.7678,0.6423,92,High
USR-100541,2025-08-21,India,Premium,Tablet,Paid Search,Checkout,Control,1005,11294,41134,0.0244,0.3117,0.828,0.6654,0.5815,0.4841,40.35,6.81,0.6501,0.4482,48,Low
USR-100542,2025-02-02,Germany,Enterprise,Mobile,Social,Checkout,Variant B,6392,17222,47616,0.1342,0.2971,0.7017,0.5646,0.4065,0.7045,59.33,2.88,0.4722,0.29,49,Low
USR-100543,2025-06-15,USA,Free,Mobile,Paid Search,Search,Variant B,4357,11633,23872,0.1825,0.3135,0.6936,0.4238,0.2497,0.7878,43.18,6.19,0.602,0.5714,37,Low
USR-100544,2025-04-14,India,Enterprise,Desktop,Referral,AI Assistant,Control,1876,11828,29385,0.0638,0.2805,0.7261,0.5048,0.3527,0.693,58.3,2.78,0.6323,0.5343,37,Low
USR-100545,2025-11-16,Canada,Enterprise,Tablet,Organic,Search,Variant A,6745,18416,40189,0.1678,0.295,0.667,0.4822,0.3426,0.6881,49.09,4.23,0.6782,0.3956,31,Low
USR-100546,2025-04-17,USA,Premium,Tablet,Referral,Checkout,Variant B,6371,16422,26662,0.239,0.3326,0.7408,0.5991,0.4214,0.695,30.91,3.76,0.5872,0.5052,84,High
USR-100547,2025-12-29,USA,Premium,Mobile,Paid Search,AI Assistant,Variant B,1477,7832,47501,0.0311,0.2376,0.8099,0.6758,0.5616,0.5565,21.52,8.29,0.5647,0.7047,30,Low
USR-100548,2025-02-19,Canada,Enterprise,Tablet,Paid Search,AI Assistant,Control,1829,7613,47455,0.0385,0.2705,0.6809,0.4123,0.2826,0.8217,62.87,4.42,0.5484,0.6621,74,Medium
USR-100549,2025-11-17,India,Premium,Tablet,Referral,Recommendations,Variant B,2465,13614,45823,0.0538,0.3282,0.6573,0.526,0.4098,0.6637,37.89,5.47,0.5878,0.7737,38,Low
